Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range
RedMi,Redmi Note 12 Pro+,16,50,64,8,4.0,630,1600,720,3.7,32897.14,Budget,30000-40000
Apple,iPhone SE 2022,12,50,128,8,4.0,904,1560,720,4.8,32885.24,Budget,30000-40000
Vivo,Vivo X90 Pro+,12,48,128,8,4.0,812,1560,720,4.3,32873.4,Budget,30000-40000
Vivo,Vivo X90,16,12,128,8,4.0,1514,1440,720,3.0,32863.15,Budget,30000-40000
Apple,iPhone 11,20,108,128,8,4.0,674,1600,720,4.4,32801.43,Budget,30000-40000
Realme,Realme Narzo 60,12,50,128,12,4.0,987,1560,720,4.0,32771.02,Budget,30000-40000
Samsung,Galaxy A12,16,12,128,8,4.0,1054,1440,720,3.3,32748.2,Budget,30000-40000
Realme,Realme GT Neo 5,32,108,128,8,3.7297797153566385,1747,1520,720,4.4,32693.23,Budget,30000-40000
Vivo,Vivo X90 Pro+,20,108,128,12,4.0,622,1600,720,3.8,32641.68,Budget,30000-40000
RedMi,Redmi Note 10 Pro,32,50,128,6,4.0,601,1440,720,3.6,32640.4,Budget,30000-40000
Motorola,Moto G71,16,50,64,6,3.55709337979904,1995,1520,720,4.0,32637.38,Budget,30000-40000
RedMi,Redmi Note 11,12,12,128,8,4.0,1500,1440,720,4.2,32627.36,Budget,30000-40000
Realme,Realme GT Neo 5,20,12,128,6,4.0,1170,1600,720,4.1,32622.8,Budget,30000-40000
Samsung,Galaxy F23,12,200,128,12,4.0,1905,1440,720,3.7,32609.01,Budget,30000-40000
Samsung,Galaxy M32,16,108,64,6,3.0785990644505667,918,1560,720,3.6,32598.12,Budget,30000-40000
Samsung,Galaxy M52,20,200,128,6,2.4552006594673093,1341,1440,720,3.5,32578.65,Budget,30000-40000
Samsung,Galaxy M52,12,48,128,6,4.0,1235,1600,720,3.6,32577.13,Budget,30000-40000
Motorola,Moto G52,16,48,128,8,4.0,1653,1560,720,4.5,32567.22,Budget,30000-40000
Oneplus,OnePlus Nord CE 3,32,108,64,8,4.0,916,1520,720,4.1,32549.47,Budget,30000-40000
Samsung,Galaxy A12,12,48,128,8,4.0,916,1600,720,3.3,32535.82,Budget,30000-40000
Samsung,Galaxy A32,20,108,128,6,4.0,955,1600,720,2.3,32521.06,Budget,30000-40000
Samsung,Galaxy M52,16,108,128,8,4.0,832,1520,720,4.5,32496.03,Budget,30000-40000
Vivo,Vivo V25 Pro,20,12,128,4,3.7580733018766903,1213,1600,720,4.7,32494.78,Budget,30000-40000
Vivo,Vivo X90 Pro+,16,108,128,6,4.0,947,1440,720,4.1,32490.0,Budget,30000-40000
Apple,iPhone 7,12,48,128,6,3.1287410080916467,744,1520,720,4.2,32432.48,Budget,30000-40000
RedMi,Redmi Note 9 Pro,12,12,256,8,4.0,1898,1600,720,4.3,32405.66,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,12,108,128,6,2.421417713893801,761,1600,720,3.5,32401.34,Budget,30000-40000
Realme,Realme GT Neo 5,20,50,128,12,4.0,1664,1440,720,4.0,32374.06,Budget,30000-40000
RedMi,Redmi Note 11 Pro+,12,48,64,8,4.0,803,1600,720,4.3,32370.03,Budget,30000-40000
Samsung,Galaxy J7,12,200,128,8,4.0,1384,1440,720,4.3,32349.84,Budget,30000-40000
Oneplus,OnePlus Nord CE 3,12,64,128,8,4.0,860,1520,720,4.8,32325.75,Budget,30000-40000
Motorola,Moto G71,16,48,128,6,3.8757046501711914,1615,1520,720,4.3,32299.04,Budget,30000-40000
Realme,Realme 10,12,50,128,6,4.0,1315,1520,720,3.5,32282.86,Budget,30000-40000
RedMi,Redmi Note 9,20,108,128,4,4.0,669,1440,720,3.9,32256.97,Budget,30000-40000
Realme,Realme 10,12,50,128,4,4.0,1136,1440,720,3.2,32245.51,Budget,30000-40000
Samsung,Galaxy A12,12,108,128,12,4.0,608,1440,720,3.9,32240.39,Budget,30000-40000
Oppo,Oppo A73,32,108,128,12,4.0,546,1440,720,4.1,32191.94,Budget,30000-40000
Motorola,Moto G52,12,12,64,6,4.0,1784,1560,720,4.5,32177.48,Budget,30000-40000
Vivo,Vivo X80,12,12,256,8,4.0,500,1560,720,4.0,32172.98,Budget,30000-40000
Oneplus,OnePlus Nord 2,32,50,128,8,4.0,864,1440,720,4.4,32105.14,Budget,30000-40000
Vivo,Vivo X90 Pro,12,50,128,8,4.0,1791,1520,720,3.9,32093.29,Budget,30000-40000
Motorola,Moto G71,20,50,256,8,4.0,731,1520,720,4.3,32089.28,Budget,30000-40000
RedMi,Redmi Note 12,16,108,128,8,4.0,667,1440,720,4.2,31951.15,Budget,30000-40000
Vivo,Vivo X90 Pro+,32,12,128,6,4.0,984,1600,720,3.5,31946.77,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,16,50,128,8,4.0,774,1600,720,4.1,31945.79,Budget,30000-40000
Oneplus,OnePlus 7 Pro,12,50,128,6,4.0,936,1600,720,4.8,31914.75,Budget,30000-40000
Samsung,Galaxy A22,12,108,256,4,3.9294582551734933,1182,1600,720,4.1,31866.14,Budget,30000-40000
RedMi,Redmi Note 12,12,64,64,6,2.1847075407303804,1176,1520,720,1.6,31845.15,Budget,30000-40000
Samsung,Galaxy J7,12,64,128,4,4.0,1197,1600,720,3.6,31822.6,Budget,30000-40000
Samsung,Galaxy M32,32,12,64,8,4.0,1021,1560,720,4.7,31751.83,Budget,30000-40000
Oneplus,OnePlus 7 Pro,32,108,128,8,3.9761162403823,1012,1520,720,4.0,31714.04,Budget,30000-40000
Vivo,Vivo X80 Pro,16,50,128,6,3.615129683464602,1231,1600,720,4.4,31709.78,Budget,30000-40000
RedMi,Redmi Note 12 Pro,12,50,128,8,2.2939429359077983,1487,1600,720,4.0,31655.55,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,32,108,128,8,4.0,1031,1440,720,4.6,31652.56,Budget,30000-40000
RedMi,Redmi Note 10 Pro,20,108,128,6,4.0,1707,1440,720,4.0,31642.98,Budget,30000-40000
RedMi,Redmi Note 12 Pro,12,108,128,6,4.0,1216,1600,720,3.8,31619.14,Budget,30000-40000
Samsung,Galaxy A22,12,64,128,8,4.0,1522,1560,720,2.7,31613.52,Budget,30000-40000
Realme,Realme GT Neo 5,20,50,128,4,4.0,504,1600,720,4.0,31566.03,Budget,30000-40000
Huawei,Huawei P60 Pro,16,12,128,6,4.0,667,1520,720,3.8,31558.68,Budget,30000-40000
Samsung,Galaxy M52,32,50,128,6,4.0,1177,1520,720,3.7,31517.25,Budget,30000-40000
Motorola,Moto E7 Power,16,50,64,8,4.0,1731,1520,720,4.5,31517.06,Budget,30000-40000
Vivo,Vivo X90 Pro+,32,12,128,12,4.0,626,1440,720,4.4,31511.61,Budget,30000-40000
Vivo,Vivo Y20G,12,200,64,6,4.0,1328,1600,720,3.9,31456.97,Budget,30000-40000
Samsung,Galaxy M32,20,48,128,6,4.0,1559,1600,720,3.7,31444.15,Budget,30000-40000
Samsung,Galaxy A22,16,50,64,4,4.0,948,1600,720,4.0,31431.26,Budget,30000-40000
Samsung,Galaxy M11,12,50,64,6,4.0,768,1440,720,3.5,31391.16,Budget,30000-40000
Samsung,Galaxy M32,16,12,128,8,4.0,1093,1520,720,3.5,31325.12,Budget,30000-40000
Realme,Realme GT Neo 5,20,48,256,8,4.0,1469,1440,720,2.9,31317.88,Budget,30000-40000
Samsung,Galaxy F23,20,108,128,6,4.0,871,1560,720,3.5,31312.2,Budget,30000-40000
Pixel,Pixel 3,32,64,128,4,4.0,1569,1560,720,4.2,31309.32,Budget,30000-40000
Motorola,Moto G22,16,12,64,12,4.0,1034,1560,720,3.0,31285.79,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,12,50,128,6,3.87840225314285,1018,1440,720,4.5,31240.71,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,16,108,64,6,4.0,1517,1560,720,3.5,31179.48,Budget,30000-40000
RedMi,Redmi Note 12,16,50,64,8,4.0,1850,1600,720,4.3,31100.79,Budget,30000-40000
Realme,Realme GT 3,12,50,128,6,4.0,1395,1440,720,4.6,31094.31,Budget,30000-40000
Realme,Realme GT Neo 5,32,48,128,8,3.4351296267798057,572,1440,720,4.4,31084.69,Budget,30000-40000
Samsung,Galaxy M52,16,200,128,8,4.0,1302,1560,720,4.3,31070.7,Budget,30000-40000
Vivo,Vivo Y72,12,50,128,8,3.3461423532147547,1172,1600,720,3.0,30998.14,Budget,30000-40000
Oneplus,OnePlus Nord CE 3,16,108,128,6,4.0,930,1600,720,4.5,30972.48,Budget,30000-40000
Motorola,Moto G52,16,200,128,6,3.2221718233062613,1494,1520,720,4.3,30954.86,Budget,30000-40000
Huawei,Huawei P50,16,12,64,8,4.0,533,1520,720,3.0,30944.56,Budget,30000-40000
Samsung,Galaxy M52,16,108,128,4,4.0,814,1560,720,3.3,30940.45,Budget,30000-40000
Samsung,Galaxy M32,20,12,64,8,4.0,1541,1560,720,4.4,30931.59,Budget,30000-40000
Realme,Realme Narzo 60,32,12,128,12,4.0,1343,1560,720,3.4,30918.42,Budget,30000-40000
Realme,Realme 10,12,50,64,8,4.0,1934,1520,720,4.0,30847.57,Budget,30000-40000
Samsung,Galaxy M52,20,50,128,6,4.0,1899,1520,720,4.3,30841.71,Budget,30000-40000
Motorola,Moto E22s,32,108,64,6,4.0,1394,1520,720,4.2,30834.06,Budget,30000-40000
Realme,Realme GT 3,12,50,128,6,4.0,652,1440,720,4.4,30823.99,Budget,30000-40000
Samsung,Galaxy F23,16,50,128,8,3.8358420704048886,1982,1600,720,3.7,30765.31,Budget,30000-40000
Oppo,Oppo A73,32,108,128,12,4.0,1963,1600,720,3.6,30757.98,Budget,30000-40000
Oppo,Oppo A54,12,108,128,12,4.0,767,1520,720,4.5,30720.48,Budget,30000-40000
Samsung,Galaxy M32,32,12,128,6,4.0,1181,1600,720,4.3,30654.42,Budget,30000-40000
Oneplus,OnePlus Nord 2,16,50,128,6,4.0,1220,1520,720,4.9,30653.78,Budget,30000-40000
Samsung,Galaxy A32,12,48,128,4,4.0,1068,1440,720,4.4,30625.67,Budget,30000-40000
Motorola,Moto G71,32,48,64,6,4.0,771,1440,720,4.4,30622.59,Budget,30000-40000
Realme,Realme GT Neo 5,32,48,64,6,4.0,646,1600,720,4.2,30534.75,Budget,30000-40000
RedMi,Redmi Note 12 Pro+,12,200,128,6,3.241003538260204,1106,1520,720,4.4,30502.64,Budget,30000-40000
Samsung,Galaxy M52,12,12,128,6,4.0,1162,1560,720,4.2,30483.79,Budget,30000-40000
Realme,Realme GT Neo 5,16,108,128,12,4.0,636,1600,720,3.8,30480.73,Budget,30000-40000
Oneplus,OnePlus Nord CE 2,32,108,128,4,4.0,1143,1440,720,4.6,30480.0,Budget,30000-40000
RedMi,Redmi Note 12 Pro,12,50,128,8,4.0,507,1520,720,3.1,30472.68,Budget,30000-40000
RedMi,Redmi Note 12,16,50,64,8,4.0,576,1440,720,4.2,30464.78,Budget,30000-40000
Realme,Realme 11 Pro+,20,50,128,8,4.0,1455,1520,720,4.4,30456.01,Budget,30000-40000
Oneplus,OnePlus Nord CE 3,16,50,64,8,4.0,1158,1560,720,4.3,30432.14,Budget,30000-40000
Samsung,Galaxy F23,20,108,128,8,4.0,1366,1440,720,3.1,30372.89,Budget,30000-40000
Huawei,Huawei Mate X2,32,50,128,6,4.0,1566,1600,720,3.9,30360.06,Budget,30000-40000
Samsung,Galaxy M52,12,64,64,8,4.0,1076,1600,720,3.2,30348.49,Budget,30000-40000
Oneplus,OnePlus Nord CE 3,12,50,64,6,4.0,1229,1600,720,4.4,30314.04,Budget,30000-40000
Realme,Realme GT Neo 5,32,12,128,8,4.0,946,1560,720,4.1,30223.48,Budget,30000-40000
Samsung,Galaxy M52,32,12,128,8,4.0,1656,1520,720,4.5,30215.51,Budget,30000-40000
Vivo,Vivo U20,20,200,256,8,3.9991076025806747,775,1560,720,4.1,30183.9,Budget,30000-40000
Vivo,Vivo T1,12,12,128,12,4.0,1869,1520,720,4.8,30183.47,Budget,30000-40000
Samsung,Galaxy M32,32,108,128,4,4.0,1162,1440,720,4.3,30176.87,Budget,30000-40000
Samsung,Galaxy J7 Prime,16,200,128,8,4.0,1751,1520,720,4.0,30170.67,Budget,30000-40000
Samsung,Galaxy F23,32,108,128,8,4.0,1256,1440,720,4.2,30109.75,Budget,30000-40000
Pixel,Pixel 2,32,12,128,8,4.0,1902,1560,720,3.9,30090.88,Budget,30000-40000
Samsung,Galaxy M52,32,200,128,6,4.0,770,1440,720,3.8,30027.7,Budget,30000-40000
Samsung,Galaxy F23,16,48,128,8,3.0,800,1560,720,3.2,29984.93,Budget,20000-30000
Samsung,Galaxy J7 Prime,20,48,64,8,3.0,1281,1440,720,4.4,29975.01,Budget,20000-30000
Samsung,Galaxy M52,20,12,64,12,3.0,1780,1520,720,4.4,29953.93,Budget,20000-30000
RedMi,Redmi Note 11 Pro,32,12,128,4,3.0,1822,1440,720,4.2,29901.31,Budget,20000-30000
Realme,Realme 10 Pro,12,12,256,8,3.0,1211,1560,720,4.0,29845.62,Budget,20000-30000
Oneplus,OnePlus Nord CE 3,12,50,128,6,3.0,1150,1560,720,4.7,29812.59,Budget,20000-30000
Oneplus,OnePlus Nord CE,16,12,128,8,3.0,1279,1440,720,3.3,29782.59,Budget,20000-30000
Samsung,Galaxy M52,16,12,256,6,3.0,1472,1600,720,4.8,29751.55,Budget,20000-30000
RedMi,Redmi Note 12 Pro+,20,64,64,8,3.0,644,1600,720,4.3,29732.03,Budget,20000-30000
Realme,Realme GT Neo 5,12,50,128,8,3.0,761,1520,720,3.7,29695.29,Budget,20000-30000
Realme,Realme GT Neo 5,12,50,64,8,3.0,1366,1600,720,3.6,29655.46,Budget,20000-30000
Samsung,Galaxy A12,12,48,128,8,3.0,811,1440,720,3.9,29633.61,Budget,20000-30000
Realme,Realme GT Neo 5,32,12,128,4,3.0,1989,1600,720,4.3,29602.81,Budget,20000-30000
Vivo,Vivo T1,12,48,128,6,3.0,1336,1560,720,2.8,29600.23,Budget,20000-30000
Oppo,Oppo A54,12,48,256,6,3.0,1874,1560,720,3.9,29598.85,Budget,20000-30000
RedMi,Redmi Note 12,12,48,64,8,3.0,1524,1600,720,3.5,29558.13,Budget,20000-30000
Oppo,Oppo A73,32,50,128,4,3.0,709,1560,720,3.8,29549.18,Budget,20000-30000
Samsung,Galaxy M52,32,50,64,4,2.3591634828897816,1996,1440,720,3.7,29535.38,Budget,20000-30000
Motorola,Moto G71,12,48,128,12,3.0,1614,1600,720,3.5,29500.94,Budget,20000-30000
Samsung,Galaxy A12,12,50,128,8,3.0,1001,1600,720,3.5,29460.15,Budget,20000-30000
Realme,Realme GT Neo 5,12,50,128,8,3.0,1730,1440,720,4.2,29420.31,Budget,20000-30000
Samsung,Galaxy M11,32,12,128,12,3.0,1341,1520,720,4.5,29412.58,Budget,20000-30000
Vivo,Vivo Y100,20,48,64,4,3.0,1544,1520,720,4.5,29336.78,Budget,20000-30000
Motorola,Moto G71,16,64,64,8,3.0,981,1560,720,3.8,29332.63,Budget,20000-30000
Samsung,Galaxy F23,16,50,128,8,3.0,1857,1440,720,3.2,29310.3,Budget,20000-30000
RedMi,Redmi Note 12,32,48,128,8,3.0,1694,1520,720,4.1,29308.05,Budget,20000-30000
Oppo,Oppo A55,12,12,128,8,3.0,1323,1600,720,4.2,29301.44,Budget,20000-30000
Realme,Realme GT 3,16,48,128,12,3.0,1919,1560,720,4.1,29292.33,Budget,20000-30000
Oppo,Oppo A73,20,12,128,4,3.0,593,1520,720,4.0,29277.19,Budget,20000-30000
Motorola,Moto G32,16,50,128,8,3.0,1290,1600,720,4.3,29248.28,Budget,20000-30000
Motorola,Moto G Stylus 2022,20,12,128,8,3.0,1725,1600,720,4.1,29115.65,Budget,20000-30000
Huawei,Huawei Y7p,16,12,128,6,3.0,520,1560,720,4.0,29104.38,Budget,20000-30000
RedMi,Redmi Note 12,32,64,64,8,3.0,1726,1600,720,3.6,29102.52,Budget,20000-30000
Apple,iPhone SE 2022,16,50,128,6,3.0,1940,1440,720,3.8,29100.05,Budget,20000-30000
Vivo,Vivo T1,32,12,64,6,3.0,748,1440,720,3.9,29075.45,Budget,20000-30000
Apple,iPhone 11,16,50,128,6,2.742799461201269,1945,1560,720,4.8,29067.52,Budget,20000-30000
Motorola,Moto G71,20,50,128,8,3.0,1929,1520,720,3.0,29017.18,Budget,20000-30000
Oneplus,OnePlus Nord CE 3,16,12,128,8,3.0,1254,1520,720,4.7,28976.91,Budget,20000-30000
Samsung,Galaxy M32,16,12,64,8,3.0,1345,1520,720,3.9,28975.9,Budget,20000-30000
RedMi,Redmi Note 12,16,50,128,8,3.0,846,1520,720,4.7,28939.06,Budget,20000-30000
Samsung,Galaxy M32,12,50,128,6,3.0,1598,1560,720,4.6,28911.42,Budget,20000-30000
RedMi,Redmi Note 10,20,48,128,8,3.0,812,1440,720,3.3,28898.79,Budget,20000-30000
Samsung,Galaxy F12,16,64,128,6,3.0,643,1600,720,4.3,28890.97,Budget,20000-30000
Vivo,Vivo T1,12,48,128,8,2.0636474654683776,1821,1560,720,4.2,28860.51,Budget,20000-30000
RedMi,Redmi Note 12 Pro+,32,48,128,6,3.0,1965,1560,720,3.3,28855.78,Budget,20000-30000
Apple,iPhone XR,12,50,256,12,3.0,1584,1440,720,4.7,28808.43,Budget,20000-30000
Samsung,Galaxy A12,20,64,64,8,3.0,537,1440,720,3.8,28781.61,Budget,20000-30000
Vivo,Vivo T1,12,12,128,12,3.0,1153,1560,720,4.3,28766.66,Budget,20000-30000
Realme,Realme GT 3,12,50,256,6,3.0,1289,1560,720,4.0,28763.04,Budget,20000-30000
Oneplus,OnePlus Nord 3,20,48,128,12,3.0,1772,1600,720,4.7,28754.97,Budget,20000-30000
Vivo,Vivo Y72,12,50,128,8,3.0,1831,1520,720,4.3,28754.17,Budget,20000-30000
Realme,Realme GT 3,12,12,128,6,3.0,1093,1560,720,4.0,28736.06,Budget,20000-30000
Oneplus,OnePlus Nord 3,16,50,128,6,3.0,989,1520,720,4.8,28729.06,Budget,20000-30000
Samsung,Galaxy M11,32,64,128,8,3.0,1958,1520,720,4.3,28725.7,Budget,20000-30000
Huawei,Huawei Y6s,20,12,128,6,3.0,1845,1560,720,4.1,28704.58,Budget,20000-30000
Samsung,Galaxy A32,12,50,256,8,3.0,1127,1600,720,4.7,28701.51,Budget,20000-30000
Vivo,Vivo T1,20,12,128,6,3.0,1773,1440,720,4.2,28693.8,Budget,20000-30000
Samsung,Galaxy F23,20,50,128,8,2.785179196218519,1544,1600,720,4.0,28692.17,Budget,20000-30000
Oneplus,OnePlus 7T,12,12,64,8,3.0,1919,1560,720,4.6,28683.86,Budget,20000-30000
Samsung,Galaxy F23,32,48,128,6,3.0,1186,1560,720,4.2,28649.36,Budget,20000-30000
Realme,Realme GT Neo 5,32,50,128,6,3.0,673,1440,720,4.0,28630.59,Budget,20000-30000
RedMi,Redmi Note 12,16,12,128,12,3.0,1831,1560,720,3.4,28592.4,Budget,20000-30000
Oneplus,OnePlus Nord 2,12,50,128,6,3.0,618,1520,720,4.4,28586.09,Budget,20000-30000
Samsung,Galaxy J7,12,12,128,6,3.0,1604,1440,720,4.4,28564.7,Budget,20000-30000
RedMi,Redmi Note 10,32,50,64,6,3.0,1580,1560,720,4.1,28489.99,Budget,20000-30000
RedMi,Redmi Note 12 Pro+,16,50,128,4,3.0,1151,1440,720,3.4,28483.75,Budget,20000-30000
Samsung,Galaxy M52,20,12,128,8,2.3433826521684264,1878,1560,720,4.1,28473.81,Budget,20000-30000
Motorola,Moto G Power 2022,20,50,128,8,2.538005178458578,842,1520,720,4.1,28419.75,Budget,20000-30000
Realme,Realme GT 3,16,48,128,6,3.0,733,1600,720,3.5,28411.57,Budget,20000-30000
Samsung,Galaxy M52,16,50,128,8,3.0,1949,1600,720,4.4,28374.39,Budget,20000-30000
Oneplus,OnePlus Nord CE 3,20,48,128,6,3.0,1778,1600,720,4.2,28369.87,Budget,20000-30000
Oppo,Oppo A73,12,48,128,8,3.0,609,1600,720,4.4,28331.98,Budget,20000-30000
Oppo,Oppo A93,16,12,64,8,3.0,888,1560,720,4.1,28323.22,Budget,20000-30000
Motorola,Moto G22,16,64,128,6,3.0,744,1560,720,3.2,28319.75,Budget,20000-30000
Motorola,Moto G Stylus 2022,12,50,128,6,3.0,1320,1600,720,3.5,28317.12,Budget,20000-30000
Samsung,Galaxy M32,12,12,128,6,2.9944438042894754,1329,1440,720,2.5,28309.99,Budget,20000-30000
RedMi,Redmi Note 12 Pro,20,12,64,8,3.0,1465,1440,720,4.4,28293.52,Budget,20000-30000
RedMi,Redmi Note 11 Pro+,32,12,64,4,2.1923734107429134,946,1560,720,4.0,28266.48,Budget,20000-30000
Samsung,Galaxy F23,20,64,128,8,3.0,1699,1440,720,3.5,28246.52,Budget,20000-30000
RedMi,Redmi Note 12 Pro,20,48,128,6,3.0,1234,1440,720,4.1,28233.16,Budget,20000-30000
Huawei,Huawei Y6s,16,12,128,6,3.0,1332,1560,720,4.1,28189.97,Budget,20000-30000
Huawei,Huawei P50,16,12,64,12,3.0,1344,1440,720,3.9,28173.01,Budget,20000-30000
RedMi,Redmi Note 12 Pro+,32,48,128,4,3.0,1841,1600,720,3.4,28145.99,Budget,20000-30000
RedMi,Redmi Note 10 Pro,12,12,128,8,3.0,1442,1520,720,4.1,28145.29,Budget,20000-30000
Samsung,Galaxy A32,16,12,64,6,3.0,1867,1600,720,2.7,28139.62,Budget,20000-30000
RedMi,Redmi Note 12 Pro+,32,12,64,8,3.0,1997,1440,720,4.0,28138.76,Budget,20000-30000
Oneplus,OnePlus Nord CE,12,12,128,8,3.0,1764,1440,720,4.9,28133.66,Budget,20000-30000
Motorola,Moto G32,16,64,64,8,3.0,1044,1600,720,4.0,28132.31,Budget,20000-30000
Samsung,Galaxy M32,12,50,128,6,3.0,957,1560,720,3.2,28041.93,Budget,20000-30000
Samsung,Galaxy J7 Prime,16,50,128,6,3.0,518,1440,720,4.3,28022.92,Budget,20000-30000
Realme,Realme GT Neo 5,12,12,128,6,3.0,793,1440,720,4.0,28010.27,Budget,20000-30000
Pixel,Pixel 1,32,64,128,6,3.0,965,1560,720,4.8,27995.72,Budget,20000-30000
Oneplus,OnePlus Nord N10,16,50,128,8,3.0,1048,1600,720,4.2,27991.86,Budget,20000-30000
Oppo,Oppo A54,12,50,128,8,3.0,547,1440,720,3.9,27914.85,Budget,20000-30000
RedMi,Redmi Note 9 Pro,16,12,64,8,2.1596950430359105,976,1600,720,4.0,27899.68,Budget,20000-30000
Samsung,Galaxy M32,12,50,128,8,3.0,1332,1440,720,4.3,27899.39,Budget,20000-30000
Vivo,Vivo Y100,12,50,128,6,3.0,825,1520,720,4.1,27892.7,Budget,20000-30000
Oneplus,OnePlus Nord CE 3,12,12,128,8,3.0,1181,1560,720,4.4,27872.45,Budget,20000-30000
Vivo,Vivo Y75,16,50,128,8,3.0,1885,1440,720,4.1,27870.28,Budget,20000-30000
Samsung,Galaxy J7 Prime,20,12,128,8,3.0,696,1440,720,4.2,27836.93,Budget,20000-30000
Realme,Realme 10 Pro,16,12,128,6,3.0,786,1520,720,4.0,27817.41,Budget,20000-30000
Samsung,Galaxy A32,16,50,128,8,3.0,964,1440,720,4.8,27805.04,Budget,20000-30000
RedMi,Redmi Note 12 Pro,16,48,128,12,3.0,576,1520,720,3.7,27790.61,Budget,20000-30000
Samsung,Galaxy A22,20,50,256,6,3.0,1068,1600,720,3.0,27716.43,Budget,20000-30000
Oneplus,OnePlus Nord CE 2,32,48,128,6,3.0,1672,1560,720,4.6,27624.34,Budget,20000-30000
Samsung,Galaxy M52,32,48,128,4,3.0,941,1600,720,4.0,27610.59,Budget,20000-30000
Samsung,Galaxy A32,16,64,128,6,3.0,1836,1560,720,3.9,27599.5,Budget,20000-30000
Samsung,Galaxy M52,32,12,128,8,3.0,1541,1520,720,4.0,27564.13,Budget,20000-30000
RedMi,Redmi Note 11 Pro,20,48,128,8,3.0,782,1600,720,4.1,27554.64,Budget,20000-30000
Samsung,Galaxy F23,16,48,128,6,3.0,1434,1560,720,4.2,27548.15,Budget,20000-30000
RedMi,Redmi Note 11,12,64,128,8,3.0,1061,1600,720,4.2,27488.09,Budget,20000-30000
RedMi,Redmi Note 12,32,50,64,12,3.0,724,1440,720,3.3,27463.64,Budget,20000-30000
Pixel,Pixel 3,12,64,64,8,3.0,804,1440,720,3.9,27458.79,Budget,20000-30000
Samsung,Galaxy J7,12,64,64,6,3.0,1748,1560,720,3.7,27445.35,Budget,20000-30000
RedMi,Redmi Note 11 Pro+,12,64,256,8,3.0,1629,1520,720,4.0,27433.16,Budget,20000-30000
Vivo,Vivo T1,12,64,256,8,3.0,942,1440,720,4.4,27399.78,Budget,20000-30000
RedMi,Redmi Note 11 Pro,16,64,64,8,2.2491032245492586,1784,1520,720,4.0,27393.71,Budget,20000-30000
Samsung,Galaxy M52,20,50,64,6,3.0,1930,1440,720,4.1,27377.44,Budget,20000-30000
Samsung,Galaxy A22,12,64,128,8,3.0,1545,1520,720,4.2,27376.95,Budget,20000-30000
Realme,Realme GT Neo 5,16,48,64,8,3.0,1187,1560,720,4.0,27371.88,Budget,20000-30000
Pixel,Pixel 2,16,64,256,8,3.0,605,1600,720,4.6,27341.86,Budget,20000-30000
Vivo,Vivo Y35,12,50,64,8,3.0,804,1560,720,3.3,27247.44,Budget,20000-30000
Apple,iPhone 7 Plus,12,48,64,8,3.0,792,1600,720,3.99,27169.13,Budget,20000-30000
Samsung,Galaxy J7,12,64,128,12,3.0,1382,1520,720,4.1,27165.14,Budget,20000-30000
Samsung,Galaxy F23,32,12,64,8,3.0,1057,1560,720,4.7,27159.76,Budget,20000-30000
Vivo,Vivo U20,32,50,128,4,3.0,713,1440,720,4.5,27127.62,Budget,20000-30000
Oppo,Oppo A73,32,50,64,4,3.0,843,1440,720,2.4,27124.23,Budget,20000-30000
Realme,Realme 10,12,48,64,4,3.0,1712,1600,720,4.2,27121.99,Budget,20000-30000
Samsung,Galaxy M52,12,48,128,8,3.0,911,1440,720,4.1,27104.51,Budget,20000-30000
Oppo,Oppo A93,16,64,64,8,3.0,1899,1520,720,4.2,27069.19,Budget,20000-30000
Realme,Realme GT Neo 5,12,64,128,8,3.0,1834,1560,720,3.99,27034.98,Budget,20000-30000
Vivo,Vivo Y55,12,48,64,4,2.9606602712240324,1483,1520,720,3.5,27005.05,Budget,20000-30000
Realme,Realme GT Neo 5,32,12,128,8,3.0,1589,1440,720,4.4,27000.13,Budget,20000-30000
RedMi,Redmi Note 11 Pro+,32,12,128,8,3.0,723,1520,720,3.2,26998.86,Budget,20000-30000
Apple,iPhone 7 Plus,16,50,128,8,3.0,1544,1600,720,3.9,26986.44,Budget,20000-30000
RedMi,Redmi Note 10 Pro,32,50,128,8,3.0,658,1560,720,3.0,26852.77,Budget,20000-30000
Vivo,Vivo Y100,20,50,64,8,3.0,1003,1440,720,4.6,26821.68,Budget,20000-30000
Motorola,Moto E22s,20,50,128,4,2.40275109746361,1778,1440,720,3.4,26814.45,Budget,20000-30000
Apple,iPhone 11,16,64,64,8,3.0,1772,1600,720,4.2,26784.36,Budget,20000-30000
RedMi,Redmi Note 11 Pro+,20,12,128,8,3.0,1742,1440,720,4.3,26769.43,Budget,20000-30000
Pixel,Pixel 5A,20,50,256,8,3.0,1441,1440,720,4.5,26718.31,Budget,20000-30000
Vivo,Vivo Y100,12,12,128,8,3.0,1679,1520,720,4.2,26705.06,Budget,20000-30000
Samsung,Galaxy M52,32,48,256,8,3.0,1620,1560,720,4.5,26686.08,Budget,20000-30000
