index,Brand,Mobile Name,Front Camera (in MP),Primary Camera (in MP),Memory,RAM,Processor Performance,Battery Power(in mAh),Screen Height,Screen Width,Ratings,Price,Mobile Category,Price Range,Cluster
1555,RedMi,Redmi Note 12 Pro,32,200,128,8,5.0,1395.0,2340,1080,3.1,30472.68,Budget,30000-40000,0
1556,RedMi,Redmi Note 12,32,200,64,8,4.0,1509.0,1600,720,4.2,30464.78,Budget,30000-40000,4
1557,Realme,Realme 11 Pro+,32,64,128,8,4.0,1537.5,1560,720,4.4,30456.01,Budget,30000-40000,3
1558,Oneplus,OnePlus Nord CE 3,32,108,64,8,3.0,1229.0,1560,720,4.3,30432.14,Budget,30000-40000,3
1559,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,3.1,30372.89,Budget,30000-40000,4
1560,Huawei,Huawei Mate X2,32,50,128,6,4.0,1566.0,1600,720,3.9,30360.06,Budget,30000-40000,3
1561,Samsung,Galaxy M52,32,200,64,8,3.0,1170.0,1520,720,3.2,30348.49,Budget,30000-40000,4
1562,Oneplus,OnePlus Nord CE 3,32,108,64,6,3.0,1229.0,1560,720,4.4,30314.04,Budget,30000-40000,3
1563,Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,4.1,30223.48,Budget,30000-40000,4
1564,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.5,30215.51,Budget,30000-40000,4
1565,Vivo,Vivo U20,32,200,256,8,3.499553801290337,744.0,1500,720,4.1,30183.9,Budget,30000-40000,4
1566,Vivo,Vivo T1,32,64,128,12,3.0,1157.0,1520,720,4.8,30183.47,Budget,30000-40000,3
1567,Samsung,Galaxy M32,32,200,128,4,3.0,1162.0,1560,720,4.3,30176.87,Budget,30000-40000,4
1568,Samsung,Galaxy J7 Prime,32,200,128,8,3.0,1095.5,1520,720,4.0,30170.67,Budget,30000-40000,4
1569,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,4.2,30109.75,Budget,30000-40000,4
1570,Pixel,Pixel 2,32,108,128,8,3.0,645.5,1560,720,3.9,30090.88,Budget,30000-40000,3
1571,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,3.8,30027.7,Budget,30000-40000,4
1572,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,3.2,29984.93,Budget,20000-30000,4
1573,Samsung,Galaxy J7 Prime,32,200,64,8,3.0,1095.5,1520,720,4.4,29975.01,Budget,20000-30000,4
1574,Samsung,Galaxy M52,32,200,64,12,3.0,1170.0,1520,720,4.4,29953.93,Budget,20000-30000,4
1575,RedMi,Redmi Note 11 Pro,32,108,128,4,5.0,1614.0,2340,1080,4.2,29901.31,Budget,20000-30000,0
1576,Realme,Realme 10 Pro,32,108,256,8,4.429208163888157,1205.0,2000,900,4.0,29845.62,Budget,20000-30000,0
1577,Oneplus,OnePlus Nord CE 3,32,108,128,6,3.0,1229.0,1560,720,4.7,29812.59,Budget,20000-30000,3
1578,Oneplus,OnePlus Nord CE,32,50,128,8,3.0,1110.0,1560,720,3.3,29782.59,Budget,20000-30000,3
1579,Samsung,Galaxy M52,32,200,256,6,3.0,1170.0,1520,720,4.8,29751.55,Budget,20000-30000,4
1580,RedMi,Redmi Note 12 Pro+,32,200,64,8,4.0,1465.0,1970,900,4.3,29732.03,Budget,20000-30000,4
1581,Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,3.7,29695.29,Budget,20000-30000,4
1582,Realme,Realme GT Neo 5,32,200,64,8,4.0,1348.0,2340,1080,3.6,29655.46,Budget,20000-30000,4
1583,Samsung,Galaxy A12,20,108,128,8,3.0,1054.0,1560,720,3.9,29633.61,Budget,20000-30000,1
1584,Realme,Realme GT Neo 5,32,200,128,4,4.0,1348.0,2340,1080,4.3,29602.81,Budget,20000-30000,4
1585,Vivo,Vivo T1,32,64,128,6,3.0,1157.0,1520,720,2.8,29600.23,Budget,20000-30000,3
1586,Oppo,Oppo A54,20,108,256,6,3.0,1095.0,1560,720,3.9,29598.85,Budget,20000-30000,1
1587,RedMi,Redmi Note 12,32,200,64,8,4.0,1509.0,1600,720,3.5,29558.13,Budget,20000-30000,4
1588,Oppo,Oppo A73,32,108,128,4,3.0,1066.0,1520,720,3.8,29549.18,Budget,20000-30000,3
1589,Samsung,Galaxy M52,32,200,64,4,3.0,1170.0,1520,720,3.7,29535.38,Budget,20000-30000,4
1590,Motorola,Moto G71,32,200,128,12,3.0,1198.5,1560,720,3.5,29500.94,Budget,20000-30000,4
1591,Samsung,Galaxy A12,20,108,128,8,3.0,1054.0,1560,720,3.5,29460.15,Budget,20000-30000,1
1592,Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,4.2,29420.31,Budget,20000-30000,4
1593,Samsung,Galaxy M11,32,64,128,12,3.0,1307.0,1520,720,4.5,29412.58,Budget,20000-30000,3
1594,Vivo,Vivo Y100,32,64,64,4,3.0,1301.5,1520,720,4.5,29336.78,Budget,20000-30000,3
1595,Motorola,Moto G71,32,200,64,8,3.0,1198.5,1560,720,3.8,29332.63,Budget,20000-30000,4
1596,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,3.2,29310.3,Budget,20000-30000,4
1597,RedMi,Redmi Note 12,32,200,128,8,4.0,1509.0,1600,720,4.1,29308.05,Budget,20000-30000,4
1598,Oppo,Oppo A55,32,64,128,8,3.0,1043.0,1560,720,4.2,29301.44,Budget,20000-30000,3
1599,Realme,Realme GT 3,32,200,128,12,4.0,1299.0,1560,720,4.1,29292.33,Budget,20000-30000,0
1600,Oppo,Oppo A73,32,108,128,4,3.0,1066.0,1520,720,4.0,29277.19,Budget,20000-30000,3
1601,Motorola,Moto G32,16,64,128,8,2.274169531786252,1106.5,1560,720,4.3,29248.28,Budget,20000-30000,1
1602,Motorola,Moto G Stylus 2022,32,64,128,8,3.0,1320.0,1520,720,4.1,29115.65,Budget,20000-30000,3
1603,Huawei,Huawei Y7p,16,48,128,6,3.0,916.0,1560,720,4.0,29104.38,Budget,20000-30000,1
1604,RedMi,Redmi Note 12,32,200,64,8,4.0,1509.0,1600,720,3.6,29102.52,Budget,20000-30000,4
1605,Apple,iPhone SE 2022,32,108,128,6,4.0,1055.0,1560,720,3.8,29100.05,Budget,20000-30000,3
1606,Vivo,Vivo T1,32,64,64,6,3.0,1157.0,1520,720,3.9,29075.45,Budget,20000-30000,3
1607,Apple,iPhone 11,32,200,128,6,3.0,1339.5,1560,720,4.8,29067.52,Budget,20000-30000,4
1608,Motorola,Moto G71,32,200,128,8,3.0,1198.5,1560,720,3.0,29017.18,Budget,20000-30000,4
1609,Oneplus,OnePlus Nord CE 3,32,108,128,8,3.0,1229.0,1560,720,4.7,28976.91,Budget,20000-30000,3
1610,Samsung,Galaxy M32,32,200,64,8,3.0,1162.0,1560,720,3.9,28975.9,Budget,20000-30000,4
1611,RedMi,Redmi Note 12,32,200,128,8,4.0,1509.0,1600,720,4.7,28939.06,Budget,20000-30000,4
1612,Samsung,Galaxy M32,32,200,128,6,3.0,1162.0,1560,720,4.6,28911.42,Budget,20000-30000,4
1613,RedMi,Redmi Note 10,32,200,128,8,4.0,935.0,1560,720,3.3,28898.79,Budget,20000-30000,4
1614,Samsung,Galaxy F12,32,108,128,6,3.0,1093.5,1560,720,4.3,28890.97,Budget,20000-30000,3
1615,Vivo,Vivo T1,32,64,128,8,3.0,1157.0,1520,720,4.2,28860.51,Budget,20000-30000,3
1616,RedMi,Redmi Note 12 Pro+,32,200,128,6,4.0,1465.0,1970,900,3.3,28855.78,Budget,20000-30000,4
1617,Apple,iPhone XR,32,200,256,12,3.0,869.5,1540,720,4.7,28808.43,Budget,20000-30000,4
1618,Samsung,Galaxy A12,20,108,64,8,3.0,1054.0,1560,720,3.8,28781.61,Budget,20000-30000,1
1619,Vivo,Vivo T1,32,64,128,12,3.0,1157.0,1520,720,4.3,28766.66,Budget,20000-30000,3
1620,Realme,Realme GT 3,32,200,256,6,4.0,1299.0,1560,720,4.0,28763.04,Budget,20000-30000,4
1621,Oneplus,OnePlus Nord 3,20,50,128,12,3.0,1308.5,1520,720,4.7,28754.97,Budget,20000-30000,1
1622,Vivo,Vivo Y72,20,50,128,8,3.0,1370.0,1520,720,4.3,28754.17,Budget,20000-30000,1
1623,Realme,Realme GT 3,32,200,128,6,4.0,1299.0,1560,720,4.0,28736.06,Budget,20000-30000,4
1624,Oneplus,OnePlus Nord 3,20,50,128,6,3.0,1308.5,1520,720,4.8,28729.06,Budget,20000-30000,1
1625,Samsung,Galaxy M11,32,64,128,8,3.0,1307.0,1520,720,4.3,28725.7,Budget,20000-30000,3
1626,Huawei,Huawei Y6s,32,50,128,6,3.0,1439.5,1500,720,4.1,28704.58,Budget,20000-30000,3
1627,Samsung,Galaxy A32,32,108,256,8,3.0,999.0,1520,720,4.7,28701.51,Budget,20000-30000,3
1628,Vivo,Vivo T1,32,64,128,6,3.0,1157.0,1520,720,4.2,28693.8,Budget,20000-30000,3
1629,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,4.0,28692.17,Budget,20000-30000,4
1630,Oneplus,OnePlus 7T,16,64,64,8,3.0,1188.0,1560,720,4.6,28683.86,Budget,20000-30000,1
1631,Samsung,Galaxy F23,32,200,128,6,3.0,1380.0,1560,720,4.2,28649.36,Budget,20000-30000,4
1632,Realme,Realme GT Neo 5,32,200,128,6,4.0,1348.0,2340,1080,4.0,28630.59,Budget,20000-30000,4
1633,RedMi,Redmi Note 12,32,200,128,12,4.0,1509.0,1600,720,3.4,28592.4,Budget,20000-30000,0
1634,Oneplus,OnePlus Nord 2,32,64,128,6,3.0,1042.0,1520,720,4.4,28586.09,Budget,20000-30000,3
1635,Samsung,Galaxy J7,20,200,128,6,3.0,1197.0,1520,720,4.4,28564.7,Budget,20000-30000,1
1636,RedMi,Redmi Note 10,32,200,64,6,4.0,935.0,1560,720,4.1,28489.99,Budget,20000-30000,4
1637,RedMi,Redmi Note 12 Pro+,32,200,128,4,4.0,1465.0,1970,900,3.4,28483.75,Budget,20000-30000,4
1638,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.1,28473.81,Budget,20000-30000,4
1639,Motorola,Moto G Power 2022,32,200,128,8,2.769002589229289,1153.0,1540,720,4.1,28419.75,Budget,20000-30000,4
1640,Realme,Realme GT 3,32,200,128,6,4.0,1299.0,1560,720,3.5,28411.57,Budget,20000-30000,4
1641,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.4,28374.39,Budget,20000-30000,4
1642,Oneplus,OnePlus Nord CE 3,32,108,128,6,3.0,1229.0,1560,720,4.2,28369.87,Budget,20000-30000,3
1643,Oppo,Oppo A73,32,108,128,8,3.0,1066.0,1520,720,4.4,28331.98,Budget,20000-30000,3
1644,Oppo,Oppo A93,20,64,64,8,3.0,892.0,1540,720,4.1,28323.22,Budget,20000-30000,1
1645,Motorola,Moto G22,32,64,128,6,3.0,889.0,1560,720,3.2,28319.75,Budget,20000-30000,3
1646,Motorola,Moto G Stylus 2022,32,64,128,6,3.0,1320.0,1520,720,3.5,28317.12,Budget,20000-30000,3
1647,Samsung,Galaxy M32,32,200,128,6,3.0,1162.0,1560,720,2.5,28309.99,Budget,20000-30000,4
1648,RedMi,Redmi Note 12 Pro,32,200,64,8,5.0,1395.0,2340,1080,4.4,28293.52,Budget,20000-30000,0
1649,RedMi,Redmi Note 11 Pro+,32,200,64,4,4.0,913.0,2000,900,4.0,28266.48,Budget,20000-30000,4
1650,Samsung,Galaxy F23,32,200,128,8,3.0,1380.0,1560,720,3.5,28246.52,Budget,20000-30000,4
1651,RedMi,Redmi Note 12 Pro,32,200,128,6,5.0,1395.0,2340,1080,4.1,28233.16,Budget,20000-30000,0
1652,Huawei,Huawei Y6s,32,50,128,6,3.0,1439.5,1500,720,4.1,28189.97,Budget,20000-30000,3
1653,Huawei,Huawei P50,16,13,64,12,3.0,533.0,1440,720,3.9,28173.01,Budget,20000-30000,1
1654,RedMi,Redmi Note 12 Pro+,32,200,128,4,4.0,1465.0,1970,900,3.4,28145.99,Budget,20000-30000,4
1655,RedMi,Redmi Note 10 Pro,32,108,128,8,4.0,1564.0,1560,720,4.1,28145.29,Budget,20000-30000,3
1656,Samsung,Galaxy A32,32,108,64,6,3.0,999.0,1520,720,2.7,28139.62,Budget,20000-30000,3
1657,RedMi,Redmi Note 12 Pro+,32,200,64,8,4.0,1465.0,1970,900,4.0,28138.76,Budget,20000-30000,4
1658,Oneplus,OnePlus Nord CE,32,50,128,8,3.0,1110.0,1560,720,4.9,28133.66,Budget,20000-30000,3
1659,Motorola,Moto G32,16,64,64,8,2.274169531786252,1106.5,1560,720,4.0,28132.31,Budget,20000-30000,1
1660,Samsung,Galaxy M32,32,200,128,6,3.0,1162.0,1560,720,3.2,28041.93,Budget,20000-30000,4
1661,Samsung,Galaxy J7 Prime,32,200,128,6,3.0,1095.5,1520,720,4.3,28022.92,Budget,20000-30000,4
1662,Realme,Realme GT Neo 5,32,200,128,6,4.0,1348.0,2340,1080,4.0,28010.27,Budget,20000-30000,4
1663,Pixel,Pixel 1,32,64,128,6,2.0,965.0,1520,720,4.8,27995.72,Budget,20000-30000,3
1664,Oneplus,OnePlus Nord N10,16,50,128,8,3.0,981.5,1580,720,4.2,27991.86,Budget,20000-30000,1
1665,Oppo,Oppo A54,20,108,128,8,3.0,1095.0,1560,720,3.9,27914.85,Budget,20000-30000,1
1666,RedMi,Redmi Note 9 Pro,20,64,64,8,4.0,976.0,1600,720,4.0,27899.68,Budget,20000-30000,1
1667,Samsung,Galaxy M32,32,200,128,8,3.0,1162.0,1560,720,4.3,27899.39,Budget,20000-30000,4
1668,Vivo,Vivo Y100,32,64,128,6,3.0,1301.5,1520,720,4.1,27892.7,Budget,20000-30000,3
1669,Oneplus,OnePlus Nord CE 3,32,108,128,8,3.0,1229.0,1560,720,4.4,27872.45,Budget,20000-30000,3
1670,Vivo,Vivo Y75,32,50,128,8,3.0,1247.0,1540,720,4.1,27870.28,Budget,20000-30000,3
1671,Samsung,Galaxy J7 Prime,32,200,128,8,3.0,1095.5,1520,720,4.2,27836.93,Budget,20000-30000,4
1672,Realme,Realme 10 Pro,32,108,128,6,4.429208163888157,1205.0,2000,900,4.0,27817.41,Budget,20000-30000,3
1673,Samsung,Galaxy A32,32,108,128,8,3.0,999.0,1520,720,4.8,27805.04,Budget,20000-30000,3
1674,RedMi,Redmi Note 12 Pro,32,200,128,12,5.0,1395.0,2340,1080,3.7,27790.61,Budget,20000-30000,0
1675,Samsung,Galaxy A22,20,108,256,6,3.0,1406.5,1520,720,3.0,27716.43,Budget,20000-30000,1
1676,Oneplus,OnePlus Nord CE 2,32,108,128,6,3.0,1143.0,1520,720,4.6,27624.34,Budget,20000-30000,3
1677,Samsung,Galaxy M52,32,200,128,4,3.0,1170.0,1520,720,4.0,27610.59,Budget,20000-30000,4
1678,Samsung,Galaxy A32,32,108,128,6,3.0,999.0,1520,720,3.9,27599.5,Budget,20000-30000,3
1679,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.0,27564.13,Budget,20000-30000,4
1680,RedMi,Redmi Note 11 Pro,32,108,128,8,5.0,1614.0,2340,1080,4.1,27554.64,Budget,20000-30000,0
1681,Samsung,Galaxy F23,32,200,128,6,3.0,1380.0,1560,720,4.2,27548.15,Budget,20000-30000,4
1682,RedMi,Redmi Note 11,32,200,128,8,4.402600805708426,1197.5,2460,1080,4.2,27488.09,Budget,20000-30000,0
1683,RedMi,Redmi Note 12,32,200,64,12,4.0,1509.0,1600,720,3.3,27463.64,Budget,20000-30000,0
1684,Pixel,Pixel 3,32,108,64,8,3.0,1201.0,1480,720,3.9,27458.79,Budget,20000-30000,3
1685,Samsung,Galaxy J7,20,200,64,6,3.0,1197.0,1520,720,3.7,27445.35,Budget,20000-30000,1
1686,RedMi,Redmi Note 11 Pro+,32,200,256,8,4.0,913.0,2000,900,4.0,27433.16,Budget,20000-30000,0
1687,Vivo,Vivo T1,32,64,256,8,3.0,1157.0,1520,720,4.4,27399.78,Budget,20000-30000,3
1688,RedMi,Redmi Note 11 Pro,32,108,64,8,5.0,1614.0,2340,1080,4.0,27393.71,Budget,20000-30000,0
1689,Samsung,Galaxy M52,32,200,64,6,3.0,1170.0,1520,720,4.1,27377.44,Budget,20000-30000,4
1690,Samsung,Galaxy A22,20,108,128,8,3.0,1406.5,1520,720,4.2,27376.95,Budget,20000-30000,1
1691,Realme,Realme GT Neo 5,32,200,64,8,4.0,1348.0,2340,1080,4.0,27371.88,Budget,20000-30000,4
1692,Pixel,Pixel 2,32,108,256,8,3.0,645.5,1560,720,4.6,27341.86,Budget,20000-30000,3
1693,Vivo,Vivo Y35,32,64,64,8,2.5,1431.5,1520,720,3.3,27247.44,Budget,20000-30000,3
1694,Apple,iPhone 7 Plus,32,200,64,8,3.0,1040.0,1600,720,3.99,27169.13,Budget,20000-30000,4
1695,Samsung,Galaxy J7,20,200,128,12,3.0,1197.0,1520,720,4.1,27165.14,Budget,20000-30000,1
1696,Samsung,Galaxy F23,32,200,64,8,3.0,1380.0,1560,720,4.7,27159.76,Budget,20000-30000,4
1697,Vivo,Vivo U20,32,200,128,4,3.499553801290337,744.0,1500,720,4.5,27127.62,Budget,20000-30000,4
1698,Oppo,Oppo A73,32,108,64,4,3.0,1066.0,1520,720,2.4,27124.23,Budget,20000-30000,3
1699,Realme,Realme 10,32,108,64,4,4.0,1636.5,1580,720,4.2,27121.99,Budget,20000-30000,3
1700,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.1,27104.51,Budget,20000-30000,4
1701,Oppo,Oppo A93,20,64,64,8,3.0,892.0,1540,720,4.2,27069.19,Budget,20000-30000,1
1702,Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,3.99,27034.98,Budget,20000-30000,4
1703,Vivo,Vivo Y55,32,50,64,4,3.0,1349.0,1520,720,3.5,27005.05,Budget,20000-30000,3
1704,Realme,Realme GT Neo 5,32,200,128,8,4.0,1348.0,2340,1080,4.4,27000.13,Budget,20000-30000,4
1705,RedMi,Redmi Note 11 Pro+,32,200,128,8,4.0,913.0,2000,900,3.2,26998.86,Budget,20000-30000,4
1706,Apple,iPhone 7 Plus,32,200,128,8,3.0,1040.0,1600,720,3.9,26986.44,Budget,20000-30000,4
1707,RedMi,Redmi Note 10 Pro,32,108,128,8,4.0,1564.0,1560,720,3.0,26852.77,Budget,20000-30000,3
1708,Vivo,Vivo Y100,32,64,64,8,3.0,1301.5,1520,720,4.6,26821.68,Budget,20000-30000,3
1709,Motorola,Moto E22s,32,108,128,4,3.0,1174.0,1580,720,3.4,26814.45,Budget,20000-30000,3
1710,Apple,iPhone 11,32,200,64,8,3.0,1339.5,1560,720,4.2,26784.36,Budget,20000-30000,4
1711,RedMi,Redmi Note 11 Pro+,32,200,128,8,4.0,913.0,2000,900,4.3,26769.43,Budget,20000-30000,4
1712,Pixel,Pixel 5A,20,50,256,8,2.5,1549.0,1480,720,4.5,26718.31,Budget,20000-30000,1
1713,Vivo,Vivo Y100,32,64,128,8,3.0,1301.5,1520,720,4.2,26705.06,Budget,20000-30000,3
1714,Samsung,Galaxy M52,32,200,256,8,3.0,1170.0,1520,720,4.5,26686.08,Budget,20000-30000,4
1715,Samsung,Galaxy M32,32,200,128,6,3.0,1162.0,1560,720,4.6,26677.38,Budget,20000-30000,4
1716,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,3.9,26676.77,Budget,20000-30000,4
1717,Realme,Realme Narzo 60,32,64,128,8,4.0,1310.0,1560,720,4.8,26674.29,Budget,20000-30000,3
1718,Oppo,Oppo A93,20,64,128,8,3.0,892.0,1540,720,4.4,26658.13,Budget,20000-30000,1
1719,Oneplus,OnePlus Nord CE 3,32,108,128,8,3.0,1229.0,1560,720,4.0,26644.29,Budget,20000-30000,3
1720,Apple,iPhone SE 2020,32,64,256,6,3.0,926.5,1560,720,4.5,26640.29,Budget,20000-30000,3
1721,Vivo,Vivo Y35,32,64,64,4,2.5,1431.5,1520,720,4.5,26594.99,Budget,20000-30000,3
1722,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.5,26525.44,Budget,20000-30000,4
1723,Motorola,Moto G71,32,200,64,8,3.0,1198.5,1560,720,2.7,26510.08,Budget,20000-30000,4
1724,Samsung,Galaxy M52,32,200,128,12,3.0,1170.0,1520,720,4.1,26463.17,Budget,20000-30000,4
1725,RedMi,Redmi Note 12 Pro+,32,200,64,6,4.0,1465.0,1970,900,4.3,26461.68,Budget,20000-30000,4
1726,RedMi,Redmi Note 9 Pro,20,64,64,8,4.0,976.0,1600,720,3.9,26378.24,Budget,20000-30000,1
1727,Oneplus,OnePlus Nord CE,32,50,256,4,3.0,1110.0,1560,720,4.5,26367.13,Budget,20000-30000,3
1728,Realme,Realme C55,32,50,128,8,4.0,1618.0,1970,900,4.2,26321.79,Budget,20000-30000,3
1729,RedMi,Redmi Note 10,32,200,64,8,4.0,935.0,1560,720,4.0,26301.82,Budget,20000-30000,4
1730,Samsung,Galaxy J7 Prime,32,200,128,6,3.0,1095.5,1520,720,4.2,26292.55,Budget,20000-30000,4
1731,Realme,Realme GT Neo 5,32,200,64,8,4.0,1348.0,2340,1080,4.6,26289.35,Budget,20000-30000,4
1732,Samsung,Galaxy F12,32,108,128,8,3.0,1093.5,1560,720,3.8,26281.39,Budget,20000-30000,3
1733,Samsung,Galaxy F23,32,200,128,6,3.0,1380.0,1560,720,4.0,26273.68,Budget,20000-30000,4
1734,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,4.2,26257.78,Budget,20000-30000,4
1735,Samsung,Galaxy J7 Prime,32,200,128,8,3.0,1095.5,1520,720,3.9,26252.6,Budget,20000-30000,4
1736,Samsung,Galaxy M32,32,200,256,8,3.0,1162.0,1560,720,4.3,26212.17,Budget,20000-30000,4
1737,Oppo,Oppo A73,32,108,128,8,3.0,1066.0,1520,720,4.1,26181.41,Budget,20000-30000,3
1738,Realme,Realme 10 Pro+,32,108,128,8,4.0,1085.0,1440,720,4.4,26140.35,Budget,20000-30000,3
1739,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,4.1,26139.04,Budget,20000-30000,4
1740,Vivo,Vivo Y20G,16,200,64,8,3.0,1744.0,1600,720,4.1,26136.55,Budget,20000-30000,1
1741,Vivo,Vivo T1,32,64,128,6,3.0,1157.0,1520,720,4.2,26073.38,Budget,20000-30000,3
1742,Samsung,Galaxy M52,32,200,64,8,3.0,1170.0,1520,720,4.2,26047.23,Budget,20000-30000,4
1743,Realme,Realme GT Neo 5,32,200,64,8,4.0,1348.0,2340,1080,4.0,26031.91,Budget,20000-30000,4
1744,Realme,Realme 10 Pro+,32,108,128,6,4.0,1085.0,1440,720,3.9,26003.5,Budget,20000-30000,3
1745,Oneplus,OnePlus 6,32,64,128,8,3.0,1125.0,1580,720,4.9,25963.58,Budget,20000-30000,3
1746,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,4.5,25901.33,Budget,20000-30000,4
1747,Apple,iPhone SE 2022,32,108,128,8,4.0,1055.0,1560,720,3.2,25887.09,Budget,20000-30000,3
1748,Samsung,Galaxy A22,20,108,64,12,3.0,1406.5,1520,720,4.0,25883.2,Budget,20000-30000,1
1749,Realme,Realme GT Neo 5,32,200,128,6,4.0,1348.0,2340,1080,3.5,25870.74,Budget,20000-30000,4
1750,Samsung,Galaxy J7 Prime,32,200,128,8,3.0,1095.5,1520,720,3.8,25797.2,Budget,20000-30000,4
1751,Realme,Realme 10,32,108,128,12,4.0,1636.5,1580,720,3.9,25791.25,Budget,20000-30000,0
1752,RedMi,Redmi Note 11 Pro,32,108,128,8,5.0,1614.0,2340,1080,4.4,25751.92,Budget,20000-30000,0
1753,Realme,Realme GT Neo 5,32,200,64,8,4.0,1348.0,2340,1080,4.0,25711.71,Budget,20000-30000,4
1754,RedMi,Redmi Note 12 Pro+,32,200,128,6,4.0,1465.0,1970,900,4.2,25687.8,Budget,20000-30000,4
1755,Samsung,Galaxy M32,32,200,256,4,3.0,1162.0,1560,720,4.0,25673.56,Budget,20000-30000,4
1756,Oneplus,OnePlus 6,32,64,128,8,3.0,1125.0,1580,720,3.8,25671.32,Budget,20000-30000,3
1757,Realme,Realme GT 3,32,200,128,6,4.0,1299.0,1560,720,4.2,25665.87,Budget,20000-30000,4
1758,Realme,Realme 10,32,108,128,6,4.0,1636.5,1580,720,4.2,25660.47,Budget,20000-30000,3
1759,Motorola,Moto G71,32,200,64,12,3.0,1198.5,1560,720,4.5,25637.41,Budget,20000-30000,4
1760,Oneplus,OnePlus Nord CE 3,32,108,128,6,3.0,1229.0,1560,720,4.28,25604.35,Budget,20000-30000,3
1761,Apple,iPhone SE 2020,32,64,128,6,3.0,926.5,1560,720,4.5,25558.31,Budget,20000-30000,3
1762,RedMi,Redmi Note 10,32,200,128,6,4.0,935.0,1560,720,4.0,25547.06,Budget,20000-30000,4
1763,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,3.5,25542.32,Budget,20000-30000,4
1764,Samsung,Galaxy A22,20,108,128,8,3.0,1406.5,1520,720,4.9,25536.93,Budget,20000-30000,1
1765,Realme,Realme Narzo 60,32,64,128,6,4.0,1310.0,1560,720,3.9,25527.5,Budget,20000-30000,3
1766,Oneplus,OnePlus Nord CE 2,32,108,64,8,3.0,1143.0,1520,720,4.3,25521.93,Budget,20000-30000,3
1767,RedMi,Redmi Note 12 Pro+,32,200,256,4,4.0,1465.0,1970,900,3.8,25484.48,Budget,20000-30000,4
1768,Samsung,Galaxy M32,32,200,128,8,3.0,1162.0,1560,720,4.6,25473.08,Budget,20000-30000,4
1769,Samsung,Galaxy F23,32,200,128,6,3.0,1380.0,1560,720,4.4,25453.28,Budget,20000-30000,4
1770,RedMi,Redmi Note 12 Pro,32,200,128,8,5.0,1395.0,2340,1080,3.5,25403.66,Budget,20000-30000,0
1771,Vivo,Vivo Y55,32,50,128,8,3.0,1349.0,1520,720,4.0,25403.39,Budget,20000-30000,3
1772,Samsung,Galaxy M52,32,200,128,8,3.0,1170.0,1520,720,3.7,25379.14,Budget,20000-30000,4
1773,Vivo,Vivo Y100,32,64,128,8,3.0,1301.5,1520,720,4.1,25361.89,Budget,20000-30000,3
1774,Samsung,Galaxy M11,32,64,128,6,3.0,1307.0,1520,720,4.7,25345.95,Budget,20000-30000,3
1775,Realme,Realme GT 3,32,200,128,6,4.0,1299.0,1560,720,3.7,25329.92,Budget,20000-30000,4
1776,Samsung,Galaxy M32,32,200,128,8,3.0,1162.0,1560,720,3.2,25313.23,Budget,20000-30000,4
1777,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,3.9,25294.19,Budget,20000-30000,4
1778,Samsung,Galaxy A22,20,108,256,4,3.0,1406.5,1520,720,4.0,25279.79,Budget,20000-30000,1
1779,Samsung,Galaxy M52,32,200,128,6,3.0,1170.0,1520,720,4.2,25277.37,Budget,20000-30000,4
1780,Realme,Realme 11 Pro+,32,64,128,12,4.0,1537.5,1560,720,4.2,25244.16,Budget,20000-30000,3
1781,Vivo,Vivo Y55,32,50,64,8,3.0,1349.0,1520,720,4.4,25190.87,Budget,20000-30000,3
1782,RedMi,Redmi Note 12 Pro+,32,200,128,8,4.0,1465.0,1970,900,3.7,25181.21,Budget,20000-30000,4
1783,Samsung,Galaxy M32,32,200,128,6,3.0,1162.0,1560,720,3.9,25133.38,Budget,20000-30000,4
1784,Vivo,Vivo T1,32,64,64,6,3.0,1157.0,1520,720,3.9,25127.1,Budget,20000-30000,3
