3G,4G,WiFi,Bluetooth,Dual SIM,Touch Screen,Front Camera (in MP),Primary Camera (in MP),Memory (in GB),RAM(in MB),Processor Performance,Battery Power(in mAh),Talk Time (in hrs),Mobile Weight (in g),Screen Height,Screen Width,Price Range
0,0,1,0,0,1,6,9,61,1796,3.5,1156,13,89,16,6,1
0,0,1,0,1,1,2,3,54,990,4.0,1271,6,159,14,11,0
0,0,1,0,0,0,6,8,51,2630,1.5,696,9,197,18,8,1
0,0,0,1,1,1,13,18,45,1380,11.399999999999999,1981,13,175,10,1,1
1,1,1,0,1,1,0,2,58,3487,11.9,614,11,128,15,6,2
1,0,1,0,1,1,0,17,7,1201,1.7999999999999998,1590,18,122,12,3,1
0,0,0,0,0,0,4,10,21,3015,4.800000000000001,1945,15,113,6,1,3
1,0,0,1,1,0,9,11,43,3204,2.8,1135,6,158,18,13,3
1,1,0,0,1,0,8,10,2,433,3.5999999999999996,1049,6,172,10,7,0
0,0,1,1,0,1,2,10,49,1906,2.1,1807,13,125,17,13,2
1,1,0,1,0,1,13,17,42,898,3.5,984,13,98,16,8,0
1,1,1,1,1,0,0,8,61,2799,9.799999999999999,720,15,96,5,3,3
1,0,0,0,0,1,12,20,13,2020,5.6000000000000005,1536,16,105,6,0,2
0,0,0,1,0,1,3,6,25,770,2.0,771,20,86,12,1,0
0,0,1,0,0,0,3,11,57,305,15.0,503,16,185,11,8,0
1,0,0,0,0,1,1,2,42,2953,16.8,675,13,187,9,5,2
1,1,1,1,1,0,13,14,34,1671,13.299999999999999,1936,9,182,6,1,1
1,1,1,0,1,1,0,10,15,2574,3.0,1303,14,138,12,4,2
0,0,1,1,1,1,0,9,35,3772,17.4,1004,18,141,17,8,3
0,0,0,0,1,0,0,1,37,2870,2.4,1972,17,102,16,0,3
1,0,0,0,0,1,0,0,8,2577,7.199999999999999,1822,8,195,9,5,2
1,1,0,1,0,1,5,7,18,2246,2.8,1159,3,83,8,1,1
1,1,1,1,1,0,6,13,58,2405,2.8,1782,16,157,15,0,2
1,0,1,0,1,1,16,20,16,3377,16.8,894,6,168,5,1,2
1,1,1,0,1,1,7,18,43,3619,2.1,1884,7,185,14,8,3
1,1,1,1,0,0,1,3,17,1184,1.0,1648,2,142,6,2,1
1,0,0,0,0,1,5,9,4,2965,7.199999999999999,798,14,96,15,7,2
0,0,0,1,1,0,1,9,45,3713,7.199999999999999,802,8,157,8,3,3
1,0,1,1,1,1,2,3,53,3798,5.8,1276,8,130,19,10,3
1,0,1,1,0,0,0,7,16,1026,3.2,1331,20,165,13,5,1
1,0,0,0,1,0,6,18,5,1086,15.600000000000001,1620,13,186,18,14,1
1,1,1,0,0,0,5,9,51,2236,10.0,1996,12,122,8,7,2
0,0,1,0,1,1,8,10,45,1303,2.7,1092,20,185,12,3,1
0,0,1,1,1,0,7,18,63,3048,3.5,1018,2,155,10,3,2
1,1,1,0,0,1,0,1,11,616,1.5,545,19,131,15,6,0
0,0,1,1,0,1,0,10,12,3764,7.800000000000001,554,4,105,10,7,2
1,1,1,0,1,1,2,3,34,419,8.7,1264,3,171,7,4,0
1,1,1,0,1,1,3,20,58,2858,9.600000000000001,1030,18,138,6,2,3
1,1,0,1,1,1,6,18,39,504,6.8,1432,10,164,14,4,0
1,1,1,1,0,1,1,4,49,392,14.0,558,8,142,10,5,0
1,0,1,0,0,0,0,1,56,820,3.5,829,11,129,12,6,0
1,0,0,1,0,0,0,0,14,3387,14.4,1741,3,143,11,3,3
1,1,1,1,0,0,7,19,15,3447,11.5,1849,19,144,14,11,3
1,1,0,0,0,1,5,10,7,1403,14.700000000000001,733,2,174,15,8,0
0,0,1,1,1,0,0,2,16,2295,1.8,1872,16,80,15,11,2
1,0,1,0,1,0,1,13,27,1973,3.0,1853,8,197,10,2,2
1,0,0,1,0,0,4,5,30,3755,13.200000000000001,1149,8,106,17,14,3
1,1,1,0,1,0,9,19,25,2073,1.0,891,10,196,7,1,1
1,1,0,1,0,1,7,8,64,3872,16.0,1911,11,163,9,8,3
1,1,0,1,0,0,16,17,23,302,1.0,550,8,145,18,5,0
1,1,1,0,0,0,0,4,27,1519,1.6,576,8,121,18,6,1
1,1,0,0,0,1,1,2,50,2549,1.9,1760,4,198,10,8,2
1,0,1,0,0,0,0,0,45,404,16.8,969,19,124,18,5,0
1,1,1,0,0,0,1,2,63,595,3.3000000000000003,1160,15,166,18,4,0
1,1,1,0,1,1,2,16,18,1663,2.2,827,17,160,14,0,0
1,1,1,0,0,1,9,10,58,2764,3.5,1786,7,161,9,3,3
1,1,1,1,1,1,2,4,8,2614,0.6,774,14,136,7,0,2
1,1,0,1,1,0,0,1,11,1094,20.0,819,15,83,10,5,0
1,1,0,0,0,0,15,16,11,2826,11.0,1042,2,139,18,0,2
0,0,1,0,1,1,10,18,50,2496,21.0,1368,5,97,13,6,2
1,1,0,0,0,0,6,17,50,2103,4.2,1592,7,181,19,8,1
0,0,1,0,1,0,11,15,14,966,1.8,1067,13,146,5,0,0
1,0,1,1,0,1,5,10,47,2172,2.8,1892,3,110,17,14,2
0,0,0,0,0,1,6,17,56,905,8.8,915,12,187,19,10,0
1,1,0,1,0,1,7,18,55,3916,8.399999999999999,774,12,124,8,1,3
1,1,1,1,1,0,2,10,42,3902,2.8,1848,3,179,11,9,3
1,1,1,0,0,1,12,15,2,2487,1.1,1501,16,187,13,12,2
1,1,0,0,0,0,8,17,55,3914,5.699999999999999,1614,13,188,17,13,3
0,0,0,1,0,1,0,1,46,363,14.5,911,17,181,9,5,0
1,1,1,0,0,0,1,8,24,3233,2.5,1520,4,199,13,3,3
1,1,1,0,1,0,3,15,38,2532,8.399999999999999,1647,15,102,16,14,2
1,1,1,0,1,0,8,15,53,3836,5.4,1347,14,108,15,3,3
0,0,1,1,0,1,4,9,25,3076,12.8,967,18,92,7,4,2
1,1,0,0,0,1,0,3,56,1513,11.0,1442,7,145,11,8,2
1,0,0,1,0,0,0,3,10,1724,18.2,1204,19,199,11,2,1
1,1,0,0,1,1,0,2,41,542,14.700000000000001,1320,14,144,11,1,0
1,1,1,1,0,0,2,6,8,3481,4.8999999999999995,1800,8,100,10,8,3
1,0,0,0,1,0,3,19,22,3991,6.300000000000001,1567,10,153,15,2,3
1,1,1,0,0,0,12,17,20,1790,0.9,1439,15,147,19,12,1
1,0,1,0,0,1,15,17,3,509,1.0,1422,3,112,19,1,0
1,1,1,1,1,1,4,16,52,282,6.6000000000000005,1591,14,161,10,9,0
1,0,0,0,0,0,2,19,6,3006,6.8,880,3,198,6,4,2
1,1,0,1,1,1,0,2,19,1913,3.0,1929,6,163,12,7,1
0,0,1,1,1,0,0,2,5,1333,8.0,1642,2,102,18,0,2
1,0,0,0,1,0,3,18,21,3746,7.5,1511,5,114,10,0,3
1,1,1,0,0,1,5,9,10,3941,2.6,1312,13,163,6,2,3
1,1,1,0,0,0,4,18,10,3970,1.4,1852,11,196,13,1,3
0,0,0,1,0,1,8,10,44,3925,9.1,972,7,82,7,6,3
1,1,1,1,1,1,4,8,33,424,10.8,691,15,108,5,3,0
0,0,1,0,0,1,9,20,8,1284,2.5,807,2,158,17,13,0
1,0,1,0,1,0,0,10,25,277,0.6,1113,12,145,11,2,0
0,0,1,1,1,1,10,18,16,1713,1.3,721,4,125,10,3,1
0,0,0,1,1,1,0,2,54,485,9.0,1188,7,198,12,7,0
0,0,1,1,0,0,1,14,52,3002,0.5,1512,7,131,6,5,2
0,0,1,1,0,1,0,14,64,418,2.8,805,17,97,11,6,0
1,0,0,0,1,1,1,5,8,1652,6.3,918,14,123,17,4,1
0,0,1,0,1,0,7,16,48,2893,2.5,1320,9,168,8,5,2
1,1,1,0,1,0,2,14,57,1406,0.9,1236,20,188,14,12,0
1,1,0,0,0,1,0,0,61,629,1.5,1387,11,98,5,3,0
1,1,1,1,1,1,6,10,30,3724,5.4,1883,20,95,16,15,3
1,0,0,0,1,0,0,3,14,3835,14.0,839,11,175,15,8,3
1,1,1,1,0,1,0,0,52,1354,8.0,1593,13,130,15,13,1
0,0,1,1,0,0,7,19,25,2376,6.0,1722,19,88,5,1,3
1,0,0,0,1,0,8,9,7,3438,1.7999999999999998,1954,13,126,17,12,3
1,1,1,1,1,0,15,20,2,2655,3.0,1788,4,150,12,2,2
1,1,0,0,0,0,5,8,33,3361,3.0,1628,13,101,16,10,3
1,1,1,0,0,1,6,9,4,3535,3.5,1965,16,84,17,0,3
0,0,1,1,0,1,4,6,27,2150,2.2,833,7,124,9,5,1
1,1,0,0,0,0,1,8,43,2587,1.7999999999999998,571,18,141,7,5,1
0,0,1,1,1,0,1,16,31,2736,1.0,1808,8,92,9,1,3
1,1,1,0,1,0,2,3,55,676,3.0,1860,4,83,15,0,0
0,0,0,1,1,1,4,7,9,2941,11.200000000000001,1368,17,115,13,12,3
1,1,1,0,1,0,0,12,21,3336,10.4,1161,14,126,6,4,3
1,0,0,1,0,1,9,18,33,3796,1.6,1224,13,157,10,5,3
0,0,1,1,1,1,0,14,63,3654,3.0,902,15,122,18,8,3
1,0,1,1,0,0,15,16,11,2934,0.5,787,14,93,8,6,2
0,0,1,0,0,0,2,5,30,2889,4.0,854,11,125,5,2,2
1,1,1,0,1,1,1,6,48,3315,1.5,1184,14,191,17,7,3
1,1,0,0,1,0,5,6,39,1993,6.4,1973,5,152,9,0,2
0,0,1,0,1,1,3,6,35,2509,5.1,510,11,120,17,2,1
1,1,1,0,0,1,8,10,34,3534,4.0,966,11,118,18,17,3
0,0,0,1,0,0,3,7,16,2246,14.4,1438,15,169,14,11,2
1,0,0,0,0,0,7,9,51,3165,1.5,1986,13,95,5,0,3
1,0,1,0,0,0,13,15,55,286,14.0,1907,17,105,14,4,0
0,0,0,0,1,0,8,16,32,776,2.4,1489,8,200,7,6,0
1,1,0,1,1,1,13,18,16,3213,10.8,1843,15,134,15,14,3
0,0,0,1,0,1,11,18,38,716,4.5,825,14,94,11,4,0
1,1,0,1,0,1,10,18,16,424,4.6,1286,4,98,10,5,0
1,1,0,0,0,1,0,19,63,3486,4.2,840,18,137,12,8,3
1,1,1,0,1,0,5,7,58,3237,9.2,757,9,163,19,12,2
1,0,0,1,1,0,2,10,41,1944,2.2,814,12,177,16,6,1
1,1,0,1,1,0,2,6,8,643,6.6000000000000005,1195,19,80,14,2,0
1,1,1,0,0,1,7,12,10,2317,3.2,767,12,107,6,0,2
1,1,0,0,0,0,6,7,52,1436,10.4,1068,15,97,16,1,1
1,0,1,1,1,1,0,3,56,3190,8.399999999999999,994,20,173,5,2,2
0,0,0,1,0,1,6,11,21,2338,5.0,1550,15,133,16,1,2
0,0,0,1,0,0,9,19,29,1334,4.0,1878,2,85,18,7,1
1,0,0,0,0,1,2,4,6,3657,6.0,623,19,127,17,3,2
1,1,1,1,0,0,0,7,15,2080,2.5,1829,12,160,16,11,2
0,0,0,0,1,0,11,20,35,1609,16.8,525,3,190,16,11,0
1,1,1,1,0,0,0,2,14,3078,1.0,1065,18,89,10,1,2
1,1,1,0,0,1,9,14,35,590,9.6,1425,6,127,13,2,0
1,0,1,0,1,1,3,4,11,2552,9.799999999999999,1296,10,129,19,8,2
0,0,0,0,0,0,3,15,34,3355,5.6,642,13,197,12,5,2
1,1,0,1,1,0,9,19,15,1968,20.3,1664,9,177,12,7,2
1,1,0,1,0,0,3,4,8,3358,4.8999999999999995,1498,19,170,7,3,3
0,0,0,1,1,0,0,7,2,1539,5.699999999999999,981,19,136,19,12,0
1,1,1,1,0,1,6,18,32,942,11.2,1236,14,143,16,12,0
1,0,1,0,1,0,7,10,9,3669,8.399999999999999,1673,10,187,9,1,3
1,1,0,1,0,0,6,14,9,3612,3.2,712,4,172,13,5,3
1,1,0,1,1,1,10,19,4,2351,1.5,569,10,170,8,7,1
1,1,1,1,1,1,0,0,64,604,4.199999999999999,603,8,156,10,4,0
1,0,0,0,1,1,2,4,11,1285,1.6,1332,9,187,5,0,1
1,1,0,0,0,1,0,0,13,515,0.6,1413,18,128,5,0,0
1,1,0,0,1,0,1,13,34,654,17.4,1064,6,184,16,13,0
1,0,1,0,0,1,2,17,48,2540,3.0,1444,15,82,17,2,3
1,1,1,1,1,0,5,9,53,3869,8.5,1366,14,161,17,5,3
1,0,0,0,1,0,7,11,18,3412,4.2,906,16,136,13,8,3
1,1,0,0,1,0,3,12,47,509,13.5,1554,19,185,12,3,0
1,1,0,0,0,1,0,6,21,2547,13.799999999999999,1187,5,122,10,3,2
1,1,1,1,1,0,1,16,30,2735,8.100000000000001,1156,13,173,16,15,2
0,0,1,0,0,1,1,5,22,1369,2.8,1918,6,139,9,6,1
0,0,1,1,1,1,8,13,39,2942,3.0,841,16,199,11,5,2
0,0,0,1,1,0,6,10,6,2812,9.1,730,17,167,10,1,2
1,1,0,1,0,1,13,18,31,3497,5.2,878,11,153,9,7,2
0,0,1,0,1,1,0,1,50,619,4.0,1059,18,182,5,3,0
1,0,0,0,0,0,8,20,3,3483,2.9,1578,16,200,17,4,3
0,0,0,0,0,0,0,1,36,1475,8.5,1829,7,112,11,4,1
0,0,1,0,0,1,0,4,8,1950,1.0,1132,6,157,11,2,1
1,1,0,0,1,0,4,6,40,3592,4.2,1652,6,198,7,6,3
1,0,0,0,1,1,0,1,58,3573,2.5,912,20,107,17,3,3
1,1,0,0,0,1,12,16,61,2020,4.6,1181,18,116,6,0,1
1,0,0,1,0,1,5,9,32,1329,2.0999999999999996,1497,7,92,6,1,2
1,1,1,1,1,0,3,11,49,3568,6.8999999999999995,1790,18,100,6,2,3
1,0,1,1,0,0,3,9,49,1947,1.6,1742,6,100,5,4,2
1,0,0,1,0,1,4,7,8,1998,2.5,1549,15,158,12,7,2
1,0,0,1,0,0,7,17,34,725,10.8,1372,20,193,11,3,0
1,1,1,0,0,1,0,6,12,3302,2.0,1112,20,190,11,0,3
0,0,1,0,0,1,0,17,46,3884,4.0,1005,20,133,17,0,3
1,1,1,1,1,1,9,11,27,1185,10.2,783,6,150,15,4,0
1,1,1,0,0,0,10,18,26,1656,5.0,1698,17,105,5,3,2
1,1,1,1,0,0,3,11,53,2870,10.8,899,10,192,19,16,2
0,0,0,0,0,0,3,4,45,911,4.5,1062,9,151,14,2,0
1,0,0,1,0,1,4,19,17,3892,6.0,989,19,166,18,7,3
1,1,1,1,1,1,6,11,27,3897,1.2,1983,10,125,12,10,3
0,0,1,1,0,0,5,12,53,656,3.0,1800,18,87,14,10,0
1,1,1,0,0,1,0,3,45,606,5.1,1254,2,146,7,2,1
1,0,0,0,0,0,0,0,30,1653,6.8,868,17,83,11,7,1
1,0,1,0,1,0,3,6,12,860,2.0,1205,14,175,14,1,0
0,0,1,1,1,1,0,14,10,2197,5.6,1284,9,155,16,2,1
1,1,1,0,1,0,2,9,23,3458,1.4,626,11,187,7,5,2
1,1,1,0,1,1,1,20,53,2066,11.6,1763,17,101,12,9,1
1,0,1,1,1,0,15,20,36,3676,7.2,694,5,193,12,8,3
1,1,1,0,1,0,4,5,49,1518,0.6,1265,8,90,16,11,1
1,0,0,1,0,0,4,13,14,1018,1.5,816,15,198,17,10,0
1,1,0,0,0,0,3,4,35,1360,5.4,904,11,168,15,12,0
1,1,0,0,1,0,0,2,5,3449,3.5,979,14,164,5,2,3
1,1,0,0,0,0,0,1,60,2524,12.0,1531,7,162,13,11,2
0,0,1,0,1,0,2,15,30,703,16.0,934,7,182,10,8,0
0,0,1,1,1,1,0,11,58,1251,7.800000000000001,1624,18,200,13,4,1
0,0,0,0,0,0,5,20,8,582,1.3,874,15,185,6,4,0
0,0,1,1,0,1,0,4,63,1732,11.0,1027,13,102,8,5,1
1,1,1,0,1,1,15,16,48,1252,0.8,1966,19,144,6,4,2
1,1,0,1,0,0,2,4,29,2146,1.5,1048,2,182,11,10,1
0,0,1,1,1,0,13,14,38,1927,7.6,1496,6,126,17,4,1
1,0,1,1,0,1,15,16,13,3328,6.8,959,10,155,10,9,2
1,0,1,1,1,0,5,7,55,2462,15.400000000000002,1349,17,105,15,7,2
1,1,1,1,1,1,0,9,13,1172,4.8,1689,17,168,12,11,0
1,1,1,1,0,0,0,1,27,3598,2.4,1558,12,146,9,2,3
1,0,1,0,1,1,3,10,27,2437,1.5,582,2,168,19,2,2
1,1,0,0,0,1,3,14,44,3271,11.2,1485,8,138,14,12,3
0,0,0,1,0,0,11,12,9,1511,5.4,1991,9,94,17,8,1
1,1,0,0,1,0,2,3,23,2981,1.5,553,14,119,7,3,2
1,0,0,0,1,1,2,7,7,3119,0.7,1231,15,113,9,4,3
1,0,1,0,0,0,1,2,34,3647,4.800000000000001,805,9,88,18,11,3
1,0,0,1,1,1,1,2,13,3148,9.6,764,6,152,18,7,2
1,1,1,0,0,0,5,15,54,2829,2.7,894,13,130,11,5,2
1,0,0,0,0,1,9,16,46,2373,7.800000000000001,1589,20,84,11,9,2
1,1,0,0,1,1,9,10,39,3998,12.8,1456,13,80,6,3,3
1,1,0,0,1,0,0,1,33,316,1.0,743,4,95,19,10,0
1,1,0,1,0,1,3,4,52,999,14.700000000000001,1061,9,109,16,12,0
0,0,0,1,0,1,0,2,7,1808,6.4,1428,13,153,12,8,1
1,1,0,1,1,1,0,0,8,589,8.399999999999999,674,4,93,18,6,0
1,1,0,0,0,1,0,0,46,3317,6.6000000000000005,832,19,93,8,0,3
1,1,0,1,1,0,2,17,50,670,4.0,1625,8,107,16,3,0
1,0,0,0,1,0,3,16,42,584,1.4,907,6,151,11,9,0
1,1,0,0,0,1,2,16,13,2173,1.0,1631,8,166,12,3,2
0,0,1,1,0,0,6,15,41,1561,5.2,1584,17,135,10,5,1
1,1,1,1,0,0,7,18,13,2073,1.0,1382,9,199,16,7,1
1,1,0,1,0,1,0,10,46,1401,8.399999999999999,633,11,102,19,14,1
0,0,0,1,0,0,9,16,38,3764,14.700000000000001,1444,10,104,14,9,3
1,1,1,1,1,0,6,7,54,1275,8.0,852,12,147,13,7,0
1,1,1,1,0,0,0,14,47,1464,5.6,922,12,157,17,4,1
1,1,1,0,1,1,4,16,57,2885,4.5,1745,5,159,13,11,3
1,1,1,0,0,1,9,14,6,3458,18.4,862,9,107,9,4,3
1,1,1,1,1,0,1,3,52,3019,8.4,1754,19,101,11,6,3
0,0,0,0,0,0,3,14,36,1083,2.5,1008,6,109,6,4,1
1,0,1,0,1,0,3,13,33,3538,0.5,1569,15,147,18,1,3
1,0,1,0,1,1,7,9,7,2493,5.8,1596,13,149,14,12,2
1,1,0,1,1,0,2,6,61,3726,3.0,1807,15,134,8,5,3
0,0,0,0,1,0,4,6,7,1531,2.8,1660,7,184,12,0,1
1,1,0,1,0,0,4,8,55,601,6.3,1861,4,148,7,5,1
0,0,1,0,1,0,4,19,8,2991,9.5,648,4,91,8,7,2
0,0,1,0,1,1,1,17,19,3912,4.0,1379,19,134,11,2,3
0,0,1,1,0,0,0,0,34,309,3.4,1910,10,115,8,4,0
1,1,1,0,1,1,0,0,13,323,16.0,1807,3,155,9,3,0
1,0,1,0,1,1,7,10,46,1489,0.5,1923,3,191,10,9,1
1,1,0,1,0,0,7,11,38,1322,9.0,1345,15,162,9,2,1
1,1,1,0,1,0,5,9,14,1846,12.8,904,3,102,7,0,1
1,1,1,0,1,0,5,10,52,417,2.4,1239,6,122,8,0,0
1,1,0,0,0,1,6,12,52,3269,3.6,1330,8,84,19,6,3
0,0,0,1,1,0,1,12,30,3731,0.7,516,15,138,17,13,2
0,0,0,1,1,0,0,11,54,667,2.0,672,14,95,17,8,0
1,1,1,1,0,0,0,18,47,1241,0.5,892,9,94,12,3,1
1,1,0,0,0,0,0,11,23,3941,3.0,1778,13,101,19,6,3
1,1,0,1,0,0,4,14,58,1018,12.5,1130,16,132,17,1,0
0,0,1,0,0,1,4,6,59,3142,1.2,1359,17,86,19,3,3
1,1,0,1,1,0,3,9,47,1444,12.5,1866,20,89,7,4,1
0,0,0,0,0,1,11,14,34,934,2.3,1597,9,89,16,10,0
1,1,1,1,1,1,0,0,58,3863,22.4,1046,9,100,17,12,3
1,1,0,0,1,1,2,3,44,3506,1.7999999999999998,1035,12,99,14,5,3
1,0,0,1,0,1,2,9,19,1944,9.1,1175,9,164,9,4,1
1,1,1,1,1,0,0,0,11,348,2.0,1261,14,90,14,9,0
1,0,0,0,1,1,9,15,51,550,2.8,1068,6,124,12,8,0
1,1,0,0,1,0,5,17,20,971,21.0,1713,10,104,11,10,0
1,1,1,0,0,1,0,0,21,3984,17.5,1688,8,170,17,14,3
1,1,1,1,1,0,4,6,45,2973,2.5,1413,15,104,17,8,3
1,0,1,1,0,1,10,14,11,2019,2.5,559,16,82,10,4,1
0,0,0,1,1,0,13,19,19,1587,18.2,1483,19,146,9,4,1
1,0,0,1,1,0,13,18,48,1870,11.200000000000001,860,18,187,17,2,1
0,0,0,0,1,1,5,16,27,1352,5.2,1090,11,91,5,1,1
0,0,0,1,0,1,11,15,3,570,3.0,686,19,91,7,6,0
1,0,1,0,0,1,14,15,43,546,7.800000000000001,818,7,177,12,6,0
1,0,0,0,1,1,5,20,49,3624,4.800000000000001,1456,16,193,12,11,3
1,1,1,0,1,1,2,9,10,2944,1.0,774,2,188,8,6,2
1,1,0,0,1,1,0,9,19,1209,4.0,1068,12,197,19,12,0
1,1,1,1,1,1,1,12,29,2752,11.399999999999999,1373,7,141,15,2,3
0,0,1,1,0,1,3,5,20,3868,18.0,1777,7,188,5,1,3
1,1,1,0,0,1,2,3,28,3087,4.0,594,4,132,16,4,2
0,0,1,0,1,1,5,12,57,947,5.2,1524,16,124,11,4,0
1,0,0,1,1,0,12,16,50,1484,1.7999999999999998,511,8,175,9,7,0
1,0,1,1,1,0,3,12,46,347,4.2,1402,12,87,17,0,0
1,0,0,1,0,0,15,19,53,3227,4.0,965,8,131,12,6,2
0,0,1,1,0,0,0,1,58,3299,11.5,1270,16,104,13,4,3
1,0,0,0,1,0,11,15,13,1028,0.5,919,17,159,8,4,0
1,1,1,1,0,0,16,17,34,714,2.0,1963,2,157,18,2,1
0,0,0,0,1,0,2,6,31,2641,10.4,1977,7,173,8,2,3
1,0,0,0,0,0,4,7,51,1229,11.0,1881,14,158,12,0,1
0,0,1,0,0,0,5,17,19,2622,2.8,683,5,173,16,3,2
0,0,1,0,1,1,7,10,6,929,5.2,772,18,100,13,6,0
1,1,1,1,0,0,0,0,53,1211,4.199999999999999,536,7,135,15,10,0
1,0,0,0,0,0,0,0,53,1653,10.8,1694,6,186,7,5,2
1,1,0,0,1,1,3,19,33,511,3.4,1633,7,111,9,0,0
0,0,0,0,0,0,4,19,52,3034,2.0,1371,8,167,13,6,2
1,1,1,1,0,0,0,15,54,1414,19.599999999999998,551,19,172,6,1,0
1,1,1,0,0,1,1,7,28,2438,0.5,1221,10,139,13,11,3
0,0,1,1,0,0,12,18,63,3744,4.0,1000,7,179,11,1,3
1,1,1,0,1,1,3,20,64,1377,10.8,1986,15,162,5,3,1
1,1,0,0,1,0,0,1,23,3520,2.0,1119,7,164,7,4,3
0,0,1,0,1,1,1,3,59,3796,2.0,1699,12,97,17,10,3
1,1,1,0,0,1,13,20,61,1699,1.5,1099,3,146,17,10,1
1,0,1,0,0,1,7,16,58,336,7.800000000000001,1576,13,90,14,8,0
0,0,0,1,0,1,9,10,55,1095,2.5,950,13,156,14,12,0
0,0,1,1,1,0,13,17,49,325,7.5,1081,6,99,9,1,0
1,1,0,0,0,0,1,2,53,1223,10.0,606,7,146,19,12,0
0,0,0,0,1,1,7,12,37,1649,3.0,502,14,199,6,1,1
1,1,0,1,0,1,0,0,4,1898,1.4,957,3,160,12,4,1
1,1,0,1,1,0,0,0,38,2609,7.0,1658,19,159,12,11,2
1,0,1,1,1,1,6,7,18,2265,2.5,1681,20,167,5,3,2
0,0,1,1,1,1,3,10,43,2775,3.0,1983,3,87,9,4,2
1,1,1,0,0,1,8,17,12,1445,8.4,1753,12,113,17,16,1
1,0,0,1,0,0,0,1,41,2614,5.6,1632,15,132,5,4,2
0,0,0,1,0,0,7,11,57,356,9.799999999999999,1949,19,145,5,3,0
0,0,1,0,0,1,1,2,13,523,5.1,1696,4,97,5,0,0
0,0,0,0,1,1,0,3,57,3745,17.5,688,4,131,17,1,3
1,1,1,0,0,1,1,13,60,1229,3.4,1104,3,199,6,0,0
0,0,0,0,0,1,0,4,28,1402,8.399999999999999,1122,3,184,14,10,1
1,1,0,1,1,0,2,14,46,2085,2.5,504,8,172,13,5,1
1,1,1,0,0,1,12,14,14,587,3.5,1154,4,156,8,3,0
1,1,1,0,0,0,2,8,63,2457,14.700000000000001,1727,7,85,19,13,3
1,1,0,0,1,0,0,7,52,2030,8.399999999999999,1674,6,89,7,0,2
1,1,0,0,1,0,5,14,18,816,5.6,1948,3,135,16,2,0
0,0,0,1,1,0,3,14,39,1667,19.599999999999998,1218,12,150,10,0,1
0,0,0,0,0,1,10,14,63,2958,7.700000000000001,531,19,189,17,1,2
1,0,0,0,0,0,4,13,5,3705,10.5,1057,13,154,6,4,3
0,0,1,0,0,1,1,5,30,2800,9.6,576,16,162,11,6,2
0,0,1,1,0,1,1,9,7,3773,14.700000000000001,1960,6,165,11,9,3
1,1,0,1,1,1,3,5,22,2050,1.7,673,17,88,7,2,1
1,1,1,0,1,0,0,7,21,1754,0.7,718,9,88,17,11,1
1,1,1,0,0,1,3,7,35,1904,5.1,864,13,103,12,8,1
1,0,0,0,1,1,1,4,37,2705,9.5,547,10,154,17,3,1
1,1,1,1,0,0,1,7,3,3537,7.2,623,3,102,16,13,3
1,0,1,0,1,0,11,13,27,1370,3.5,1793,19,154,16,3,1
0,0,0,1,1,0,0,3,19,1222,1.4,1720,7,137,13,2,1
0,0,0,0,1,0,1,7,64,3102,2.0,812,2,106,6,0,2
1,1,0,1,0,1,0,0,33,2268,3.0,980,4,160,7,5,2
1,1,1,0,0,1,9,12,18,2648,8.0,643,18,187,7,5,1
1,1,0,0,1,1,0,11,16,2173,24.0,1925,19,175,7,3,2
1,0,0,1,0,0,3,6,32,3162,10.0,1408,3,151,19,18,3
1,0,1,1,1,0,4,5,28,1368,0.7,1522,17,124,14,5,1
1,1,1,1,0,0,16,17,51,2746,2.5,587,7,111,10,4,2
1,0,1,0,1,1,5,20,18,619,3.0,1959,8,191,7,4,0
1,0,1,0,1,0,3,6,17,724,3.0,1872,9,89,17,3,1
0,0,0,1,0,1,7,8,42,912,1.5,1043,6,111,16,9,0
1,0,1,0,0,1,6,19,23,2784,3.0,1809,20,123,12,6,3
1,1,0,1,0,1,5,7,23,793,3.0,1703,17,92,7,3,0
1,0,0,1,0,1,4,5,45,560,0.5,1095,10,197,9,1,0
0,0,1,0,0,0,1,20,27,312,10.4,1414,8,137,5,2,0
0,0,1,1,0,1,2,18,41,545,17.5,1659,9,88,12,0,0
1,0,1,0,1,0,1,12,60,1591,4.8999999999999995,1540,2,197,19,0,1
1,1,0,0,0,1,0,1,31,2746,7.0,1342,10,86,15,5,3
1,0,0,1,0,1,13,14,8,893,6.8999999999999995,1189,13,198,9,6,0
1,1,1,1,0,1,0,0,62,2514,14.399999999999999,518,7,128,16,12,1
1,1,1,0,1,1,3,12,10,1032,0.8,1449,8,144,10,0,1
1,1,1,0,1,1,0,7,39,819,5.5,516,10,91,8,0,0
1,0,1,0,1,0,8,16,59,3672,2.4000000000000004,1569,15,111,15,2,3
0,0,0,1,1,1,0,0,24,3833,4.800000000000001,1312,17,156,14,13,3
0,0,0,1,1,1,1,3,23,1482,4.0,1893,17,179,15,7,2
0,0,0,0,0,0,3,4,14,2043,12.5,1076,14,105,7,5,1
0,0,0,1,0,1,1,2,40,1229,15.600000000000001,530,2,118,16,11,0
1,0,1,1,1,0,7,13,33,1816,11.2,1044,15,129,17,16,1
1,0,0,0,0,0,11,20,37,2166,7.700000000000001,1330,4,126,10,1,2
